Timestamp,EMG_1,EMG_2,EMG_3,EMG_4,EMG_5,EMG_6,EMG_7,EMG_8,EMG_9,EMG_10,EMG_11,EMG_12,EMG_13,EMG_14,EMG_15,EMG_16,EMG_17,EMG_18,EMG_19,EMG_20,EMG_21,EMG_22,EMG_23,EMG_24,EMG_25,EMG_26,EMG_27,EMG_28,EMG_29,EMG_30,EMG_31,EMG_32
1778755610.934637,534.4348,532.7182,539.2985,563.6170000000001,379.3686,401.9705,297.54400000000004,470.3484,535.0070000000001,546.7371,565.0475,522.4186000000001,462.3376,419.1365,536.1514000000001,544.4483,4.2915,339.0285,287.5305,511.83290000000005,424.28630000000004,343.6061,416.56160000000006,302.97990000000004,557.6089000000001,557.3228,0.0,472.92330000000004,342.74780000000004,505.82480000000004,479.78970000000004,665.4686
1778755610.935137,452.038,452.038,478.93140000000005,532.4321,277.517,333.5926,228.30780000000001,407.4064,389.38210000000004,517.841,533.5765,486.0839,393.38750000000005,385.6628,477.2148,516.6966,5.4359,289.5332,146.76930000000002,490.66150000000005,298.97450000000003,201.9866,369.35510000000005,240.61010000000002,501.2472,511.5468,0.0,387.09330000000006,285.24170000000004,435.73030000000006,378.51030000000003,542.4456
1778755610.935637,362.7748,361.0582,404.25930000000005,489.23100000000005,177.382,264.64250000000004,171.9461,338.74240000000003,254.0568,473.7816,492.3781,440.59400000000005,321.2903,348.18370000000004,407.12030000000004,478.35920000000004,5.149800000000001,236.6047,13.446700000000002,454.6129,177.382,74.0999,319.0015,177.0959,429.72220000000004,455.18510000000003,0.0,296.6857,230.59660000000002,359.91380000000004,273.2255,414.845
1778755610.936137,266.3591,265.2147,324.7235,439.7357,78.9636,188.82600000000002,118.73150000000001,266.07300000000004,121.30640000000001,421.1392,442.3106,391.6709,245.75990000000002,309.27410000000003,327.58450000000005,431.15270000000004,4.0054,182.2457,-116.4427,407.69250000000005,54.931200000000004,-52.07020000000001,264.07030000000003,106.42920000000001,356.1945,393.38750000000005,0.0,202.55880000000002,169.65730000000002,278.6614,165.3658,282.38070000000005
1778755610.9366372,165.0797,164.79360000000003,237.74910000000003,386.8072,-28.323900000000002,109.5763,63.228100000000005,186.2511,-24.6046,363.0609,387.37940000000003,340.1729,167.0824,266.64520000000005,243.7572,380.7991,3.7193000000000005,120.44810000000001,-261.7815,358.48330000000004,-78.9636,-193.97580000000002,207.70860000000002,28.8961,276.0865,324.7235,0.0,95.27130000000001,109.29020000000001,187.39550000000003,43.201100000000004,138.47240000000002
1778755610.9371371,36.0486,32.901500000000006,123.88130000000001,314.4239,-157.35500000000002,13.446700000000002,-1.1444,85.54390000000001,-196.8368,285.81390000000005,315.5683,271.50890000000004,68.0918,213.43060000000003,136.75580000000002,310.9907,5.149800000000001,42.342800000000004,-442.02450000000005,288.961,-245.1877,-367.0663,133.32260000000002,-71.81110000000001,166.51020000000003,236.03250000000003,0.0,-41.19840000000001,34.618100000000005,68.9501,-111.00680000000001,-47.4926
1778755610.937637,-113.29560000000001,-114.7261,-8.0108,222.8719,-304.41040000000004,-100.9933,-75.5304,-30.326600000000003,-380.2269,190.25650000000002,219.4387,180.24300000000002,-49.781400000000005,143.05,7.438600000000001,220.01090000000002,4.2915,-48.064800000000005,-635.7142,203.13100000000003,-423.1419,-547.8815000000001,38.6235,-187.9677,41.19840000000001,127.60060000000001,0.0,-190.54260000000002,-59.794900000000005,-68.37790000000001,-285.24170000000004,-253.7707
1778755610.938137,-263.7842,-264.64250000000004,-141.3334,128.1728,-455.4712,-216.57770000000002,-153.92180000000002,-145.05270000000002,-563.3309,93.55470000000001,115.0122,87.26050000000001,-169.65730000000002,71.2389,-122.16470000000001,130.7477,5.722,-142.7639,-830.8344000000001,113.29560000000001,-600.2378,-730.6994000000001,-52.356300000000005,-306.127,-85.2578,8.583,0.0,-342.74780000000004,-151.0608,-204.56150000000002,-465.19860000000006,-463.76810000000006
1778755610.938637,-393.95970000000005,-393.6736,-265.2147,30.8988,-577.6359,-316.71270000000004,-218.58040000000003,-246.33210000000003,-713.8195000000001,-5.722,6.2942,-6.2942,-275.8004,1.7166000000000001,-241.46840000000003,38.3374,6.5803,-220.01090000000002,-963.8709000000001,20.599200000000003,-747.0071,-872.3189000000001,-139.6168,-393.38750000000005,-202.55880000000002,-106.1431,0.0,-468.3457,-229.7383,-324.15130000000005,-609.1069,-641.1501000000001
1778755610.939137,-474.92600000000004,-473.7816,-354.1918,-73.2416,-615.4011,-370.4995,-252.0541,-316.4266,-760.4538,-110.72070000000001,-107.8597,-100.42110000000001,-351.903,-68.664,-329.01500000000004,-62.94200000000001,5.722,-257.77610000000004,-940.6968,-74.0999,-793.0692,-899.7845000000001,-208.28080000000003,-407.12030000000004,-290.9637,-205.1337,0.0,-524.7074,-275.51430000000005,-400.82610000000005,-666.0408000000001,-733.5604000000001
1778755610.9396372,-528.4267,-528.4267,-418.2782,-161.9326,-622.5536000000001,-405.9759,-272.3672,-367.0663,-761.8843,-195.97850000000003,-200.27,-177.382,-401.3983,-129.3172,-395.6763,-150.77470000000002,4.863700000000001,-285.5278,-895.493,-157.0689,-792.7831000000001,-881.4741,-258.9205,-413.7006,-359.6277,-280.0919,0.0,-559.3255,-308.41580000000005,-451.75190000000003,-690.0732,-784.7723000000001
1778755610.9401371,-560.4699,-560.4699,-462.05150000000003,-210.2835,-616.8316000000001,-422.5697,-278.0892,-395.6763,-757.3067000000001,-247.76260000000002,-250.6236,-218.8665,-426.86120000000005,-169.37120000000002,-434.872,-201.9866,5.722,-298.6884,-864.3081000000001,-208.853,-785.9167000000001,-856.8695,-288.3888,-414.55890000000005,-398.82340000000005,-322.7208,0.0,-579.9247,-321.57640000000004,-482.0785,-702.0894000000001,-813.6684
1778755610.940637,-580.4969000000001,-579.3525000000001,-502.10550000000006,-245.1877,-612.5401,-431.4388,-281.5224,-413.7006,-749.5820000000001,-283.81120000000004,-281.5224,-248.907,-443.7411,-193.97580000000002,-460.62100000000004,-237.46300000000002,4.863700000000001,-307.5575,-836.2703,-245.75990000000002,-769.0368000000001,-833.1232000000001,-310.1324,-417.1338,-421.7114,-352.47520000000003,0.0,-590.5104,-327.01230000000004,-500.38890000000004,-707.2392000000001,-823.6819
1778755610.941137,-615.9733,-614.2567,-555.3201,-304.6965,-630.2783000000001,-464.62640000000005,-306.6992,-453.18240000000003,-763.0287000000001,-341.31730000000005,-335.5953,-301.8355,-485.22560000000004,-240.89620000000002,-502.10550000000006,-296.11350000000004,4.863700000000001,-338.74240000000003,-831.1205000000001,-302.6938,-781.6252000000001,-834.5537,-351.04470000000003,-444.02720000000005,-467.20130000000006,-403.9732,0.0,-619.9787,-355.90840000000003,-539.0124000000001,-732.416,-852.5780000000001
1778755610.941637,-674.9099,-676.3404,-625.9868,-384.8045,-672.335,-526.9962,-361.34430000000003,-514.98,-800.7939,-419.7087,-415.1311,-378.7964,-552.4591,-314.1378,-572.2,-380.2269,4.2915,-395.39020000000005,-850.5753000000001,-382.8018,-819.3904000000001,-864.3081000000001,-417.99210000000005,-498.67230000000006,-539.0124000000001,-480.93410000000006,0.0,-674.6238000000001,-413.41450000000003,-603.3849,-780.4808,-903.2177
1778755610.942137,-668.9018000000001,-670.6184000000001,-633.4254000000001,-403.9732,-663.4659,-531.5738,-365.92190000000005,-516.6966,-779.3364,-440.02180000000004,-436.3025,-397.39290000000005,-558.1811,-334.45090000000005,-576.4915000000001,-398.5373,5.4359,-402.25660000000005,-816.8155,-403.401,-798.219,-835.9842000000001,-431.72490000000005,-497.2418,-549.0259000000001,-494.66690000000006,0.0,-670.0462,-418.2782,-611.1096,-773.6144,-894.3486
1778755610.942637,-661.7493000000001,-664.0381000000001,-636.0003,-417.706,-652.308,-533.2904000000001,-370.78560000000004,-518.6993,-759.8816,-450.32140000000004,-450.6075,-410.2674,-560.1838,-350.18640000000005,-577.6359,-411.6979,6.8664000000000005,-404.8315,-789.0638,-417.99210000000005,-774.1866000000001,-805.3715000000001,-440.3079,-492.09200000000004,-551.3147,-498.10010000000005,0.0,-656.8856000000001,-422.85580000000004,-612.5401,-761.3121000000001,-880.3297000000001
1778755610.9431372,-637.7169,-637.7169,-615.4011,-417.41990000000004,-625.9868,-513.5495000000001,-352.47520000000003,-497.814,-718.9693000000001,-440.59400000000005,-441.45230000000004,-405.4037,-542.4456,-340.1729,-557.0367,-405.9759,4.863700000000001,-385.09060000000005,-735.277,-411.4118,-728.6967000000001,-756.1623000000001,-426.28900000000004,-464.05420000000004,-534.1487000000001,-482.93680000000006,0.0,-625.4146000000001,-400.54,-588.2216000000001,-726.9801000000001,-847.7143000000001
1778755610.9436371,-611.1096,-610.2513,-593.9436000000001,-413.98670000000004,-592.5131,-487.80050000000006,-327.01230000000004,-472.6372,-675.196,-430.58050000000003,-428.86390000000006,-395.1041,-520.702,-325.00960000000003,-538.1541000000001,-399.9678,6.2942,-364.2053,-677.7709000000001,-397.39290000000005,-682.3485000000001,-702.3755000000001,-407.4064,-436.01640000000003,-512.4051000000001,-466.343,0.0,-593.9436000000001,-374.79100000000005,-559.8977,-689.2149000000001,-807.6603
1778755610.944137,-581.0691,-579.3525000000001,-567.9085,-397.67900000000003,-552.7452000000001,-457.76000000000005,-298.97450000000003,-445.7438,-626.8451,-416.56160000000006,-404.25930000000005,-375.07710000000003,-490.08930000000004,-306.41310000000004,-513.2634,-387.37940000000003,4.863700000000001,-335.88140000000004,-622.5536000000001,-376.7937,-633.4254000000001,-651.4497,-381.94350000000003,-404.8315,-486.0839,-435.15810000000005,0.0,-559.3255,-346.18100000000004,-528.7128,-644.2972000000001,-763.3148000000001
1778755610.944637,-584.7884,-584.7884,-573.6305000000001,-417.99210000000005,-547.0232000000001,-459.19050000000004,-282.9529,-450.89360000000005,-608.5347,-434.58590000000004,-409.4091,-381.94350000000003,-493.52250000000004,-305.5548,-518.6993,-400.54,4.2915,-332.44820000000004,-603.3849,-385.6628,-621.6953000000001,-634.8559,-382.8018,-404.54540000000003,-494.3808,-434.58590000000004,0.0,-561.3282,-341.8895,-533.8626,-642.0084,-763.0287000000001
1778755610.945137,-604.2432,-604.8154000000001,-590.5104,-471.2067,-554.7479000000001,-476.07040000000006,-280.37800000000004,-464.9125,-605.9598000000001,-463.482,-420.28090000000003,-404.25930000000005,-513.8356,-317.28490000000005,-540.1568000000001,-419.42260000000005,5.149800000000001,-343.0339,-607.1042,-405.4037,-623.4119000000001,-634.2837000000001,-393.1014,-415.98940000000005,-515.2661,-449.74920000000003,0.0,-574.4888000000001,-344.4644,-552.4591,-656.0273000000001,-778.192
1778755610.945637,-616.5455000000001,-617.4038,-589.9382,-514.1217,-556.7506000000001,-489.80320000000006,-283.5251,-472.92330000000004,-596.8046,-476.6426,-428.86390000000006,-419.42260000000005,-527.8545,-333.02040000000005,-552.173,-430.58050000000003,5.722,-349.61420000000004,-601.3822,-426.28900000000004,-616.2594,-621.4092,-400.82610000000005,-420.28090000000003,-530.4294,-462.05150000000003,0.0,-578.2081000000001,-344.4644,-562.1865,-662.3215,-786.7750000000001
1778755610.946137,-604.8154000000001,-604.8154000000001,-563.3309,-510.40240000000006,-524.7074,-476.6426,-280.37800000000004,-467.48740000000004,-558.4672,-476.07040000000006,-434.872,-421.42530000000005,-518.9854,-340.459,-546.7371,-436.3025,4.5776,-347.8976,-555.034,-438.59130000000005,-577.3498000000001,-579.6386,-399.1095,-404.25930000000005,-529.8572,-464.62640000000005,0.0,-556.4645,-336.45360000000005,-545.8788000000001,-634.2837000000001,-758.7372
